time,LF,RF,LR,RR,LT,RT,distRight,distLeft,thetaRight,thetaLeft,theta,distance,turn,velocity,targetDist,startTurn,stopTurn,targetTheta
1.38614184E12,3.0247333,6.4426947,12.481428,16.30766,0.0,1.0,11.375177,7.753081,1.4062729,-1.2396477,1.4062729,11.375177,2000.0,1500.0,20.0,0.0,0.0,-0.2230097
1.38614184E12,3.1130233,8.223269,12.5243435,18.041708,0.0,1.0,13.132488,7.8186836,1.3799489,-1.2259636,1.3799489,13.132488,2000.0,1500.0,20.0,0.0,0.0,-0.17757139
1.38614184E12,3.300302,8.174931,12.647945,18.009983,0.0,1.0,13.092457,7.974124,1.3889161,-1.2075952,1.3889161,13.092457,2000.0,1500.0,20.0,0.0,0.0,-0.17860647
1.38614184E12,3.1844172,6.6439114,12.589411,16.505556,0.0,1.0,11.574734,7.8869143,1.4042579,-1.2240969,1.4042579,11.574734,2000.0,1500.0,20.0,0.0,0.0,-0.21784984
1.38614184E12,3.2303164,6.7137995,12.637757,16.574282,0.0,1.0,11.64404,7.9340367,1.4035579,-1.224818,1.4035579,11.64404,2000.0,1500.0,20.0,0.0,0.0,-0.21605778
1.38614184E12,3.3076699,7.8926983,12.708269,17.701822,0.0,1.0,12.79726,8.007969,1.375099,-1.222806,1.375099,12.79726,2000.0,1500.0,20.0,0.0,0.0,-0.1862393
1.38614184E12,3.2098596,8.676825,12.599478,18.468868,0.0,1.0,13.572846,7.904669,1.3665017,-1.2196,1.3665017,13.572846,2000.0,1500.0,20.0,0.0,0.0,-0.16618519
1.38614184E12,3.1783433,5.5464835,12.583877,15.425746,0.0,1.0,10.4861145,7.88111,1.4152449,-1.2242558,1.4152449,10.4861145,2000.0,1500.0,20.0,0.0,0.0,-0.24599795
1.38614184E12,3.1130233,7.4156756,12.5243435,17.26421,0.0,1.0,12.339943,7.8186836,1.3965265,-1.2259636,1.3965265,12.339943,2000.0,1500.0,20.0,0.0,0.0,-0.19806403
1.38614184E12,3.110986,7.5028014,12.5352955,17.349817,0.0,1.0,12.42631,7.8231406,1.3956534,-1.2298269,1.3956534,12.42631,2000.0,1500.0,20.0,0.0,0.0,-0.19583087
1.38614184E12,3.3579433,7.0363836,12.700015,16.886917,0.0,1.0,11.96165,8.028979,1.3976833,-1.2060301,1.3976833,11.96165,2000.0,1500.0,20.0,0.0,0.0,-0.20784543
1.38614184E12,3.2177732,6.81449,12.62632,16.668886,0.0,1.0,11.741688,7.9220467,1.3999405,-1.2251441,1.3999405,11.741688,2000.0,1500.0,20.0,0.0,0.0,-0.21353294
1.38614184E12,3.1123745,7.526408,12.561842,17.36823,0.0,1.0,12.447319,7.837108,1.3926971,-1.2374318,1.3926971,12.447319,2000.0,1500.0,20.0,0.0,0.0,-0.19528763
1.38614184E12,3.047692,8.785881,12.477462,18.57549,0.0,1.0,13.680686,7.762577,1.3653054,-1.2314636,1.3653054,13.680686,2000.0,1500.0,20.0,0.0,0.0,-0.16339679
1.38614184E12,3.228313,7.3556757,12.616252,17.200562,0.0,1.0,12.278118,7.922282,1.3944346,-1.2191122,1.3944346,12.278118,2000.0,1500.0,20.0,0.0,0.0,-0.1996626
1.38614184E12,3.1453743,7.0864615,12.5277405,16.94066,0.0,1.0,12.013561,7.8365574,1.399825,-1.217498,1.399825,12.013561,2000.0,1500.0,20.0,0.0,0.0,-0.20650318
1.38614184E12,3.0777762,7.658181,12.511284,17.487694,0.0,1.0,12.572938,7.7945304,1.3858782,-1.2325885,1.3858782,12.572938,2000.0,1500.0,20.0,0.0,0.0,-0.19203953
1.38614184E12,3.114713,7.6147723,12.551401,17.454996,0.0,1.0,12.534884,7.8330574,1.3917978,-1.2335484,1.3917978,12.534884,2000.0,1500.0,20.0,0.0,0.0,-0.19302347
1.38614184E12,3.0974827,7.658181,12.516582,17.487694,0.0,1.0,12.572938,7.807032,1.3858782,-1.2282722,1.3858782,12.572938,2000.0,1500.0,20.0,0.0,0.0,-0.19203953
1.38614184E12,3.201641,7.8927264,12.618085,17.727875,0.0,1.0,12.810301,7.909863,1.3889685,-1.2274826,1.3889685,12.810301,2000.0,1500.0,20.0,0.0,0.0,-0.18590212
1.38614184E12,3.287357,8.6272135,12.622587,18.44856,0.0,1.0,13.537888,7.9549723,1.3814888,-1.2041171,1.3814888,13.537888,2000.0,1500.0,20.0,0.0,0.0,-0.16708909
1.38614184E12,3.2401414,8.514058,12.640174,18.337568,0.0,1.0,13.425814,7.9401574,1.3826414,-1.2226398,1.3826414,13.425814,2000.0,1500.0,20.0,0.0,0.0,-0.16998696
1.38614184E12,3.1685567,8.280872,12.581432,18.113998,0.0,1.0,13.197435,7.8749948,1.3878539,-1.2264241,1.3878539,13.197435,2000.0,1500.0,20.0,0.0,0.0,-0.17589207
1.38614184E12,3.3164186,7.7768717,12.669324,17.619064,0.0,1.0,12.6979685,7.9928713,1.3929067,-1.2090793,1.3929067,12.6979685,2000.0,1500.0,20.0,0.0,0.0,-0.18880667
1.38614184E12,2.9651237,8.174931,12.438901,18.009983,0.0,1.0,13.092457,7.702012,1.3889161,-1.2449424,1.3889161,13.092457,2000.0,1500.0,20.0,0.0,0.0,-0.17860647
1.38614184E12,3.043177,7.0864615,12.504538,16.94066,0.0,1.0,12.013561,7.773857,1.399825,-1.2410858,1.399825,12.013561,2000.0,1500.0,20.0,0.0,0.0,-0.20650318
1.38614184E12,3.2785714,7.2473416,12.661924,17.098785,0.0,1.0,12.173064,7.970248,1.3982131,-1.2177835,1.3982131,12.173064,2000.0,1500.0,20.0,0.0,0.0,-0.20237897
1.38614184E12,3.0810077,8.008235,12.52682,17.836126,0.0,1.0,12.922181,7.803914,1.3849986,-1.2363168,1.3849986,12.922181,2000.0,1500.0,20.0,0.0,0.0,-0.18300924
1.38614184E12,3.3292475,6.5394764,12.680926,16.39859,0.0,1.0,11.469033,8.005087,1.4027376,-1.2087327,1.4027376,11.469033,2000.0,1500.0,20.0,0.0,0.0,-0.2205829
1.38614184E12,3.2691197,6.192594,12.64668,16.06163,0.0,1.0,11.127112,7.9579,1.4087771,-1.2161117,1.4087771,11.127112,2000.0,1500.0,20.0,0.0,0.0,-0.22942387
1.38614184E12,2.9438324,6.932552,12.425345,16.789362,0.0,1.0,11.860957,7.684589,1.4013668,-1.2473677,1.4013668,11.860957,2000.0,1500.0,20.0,0.0,0.0,-0.21044903
1.38614184E12,3.211538,6.4426947,12.620634,16.30766,0.0,1.0,11.375177,7.916086,1.4062729,-1.2253063,1.4062729,11.375177,2000.0,1500.0,20.0,0.0,0.0,-0.2230097
1.38614184E12,3.132618,6.6439114,12.548645,16.505556,0.0,1.0,11.574734,7.8406315,1.4042579,-1.2273586,1.4042579,11.574734,2000.0,1500.0,20.0,0.0,0.0,-0.21784984
1.38614184E12,3.192558,7.7978544,12.570555,17.634745,0.0,1.0,12.716299,7.8815565,1.3899342,-1.2162374,1.3899342,12.716299,2000.0,1500.0,20.0,0.0,0.0,-0.18833268
1.38614184E12,3.3923657,8.514058,12.689148,18.337568,0.0,1.0,13.425814,8.040757,1.3826414,-1.1935383,1.3826414,13.425814,2000.0,1500.0,20.0,0.0,0.0,-0.16998696
1.38614184E12,2.911355,8.071656,12.39543,17.908577,0.0,1.0,12.990117,7.6533923,1.3899516,-1.2481747,1.3899516,12.990117,2000.0,1500.0,20.0,0.0,0.0,-0.18125266
1.38614184E12,3.0974827,8.169624,12.516582,17.9728,0.0,1.0,13.071212,7.807032,1.3720634,-1.2282722,1.3720634,13.071212,2000.0,1500.0,20.0,0.0,0.0,-0.17915581
1.38614184E12,3.0489688,7.0086637,12.509858,16.864187,0.0,1.0,11.936425,7.779413,1.4006044,-1.2409401,1.4006044,11.936425,2000.0,1500.0,20.0,0.0,0.0,-0.20849767
1.38614184E12,2.9371576,6.828456,12.407113,16.691364,0.0,1.0,11.75991,7.6721354,1.4050214,-1.2437507,1.4050214,11.75991,2000.0,1500.0,20.0,0.0,0.0,-0.21306178
1.38614184E12,3.291331,7.0086637,12.686788,16.864187,0.0,1.0,11.936425,7.9890594,1.4006044,-1.221301,1.4006044,11.936425,2000.0,1500.0,20.0,0.0,0.0,-0.20849767
1.38614184E12,3.068798,7.1135864,12.490399,16.962763,0.0,1.0,12.038175,7.7795987,1.3968978,-1.229018,1.3968978,12.038175,2000.0,1500.0,20.0,0.0,0.0,-0.20586675
1.38614184E12,3.3627675,8.752825,12.724875,18.566202,0.0,1.0,13.659513,8.043821,1.377299,-1.2116888,1.377299,13.659513,2000.0,1500.0,20.0,0.0,0.0,-0.16394423
1.38614184E12,3.0813038,7.9120483,12.551905,17.741772,0.0,1.0,12.82691,7.816604,1.3859928,-1.2439516,1.3859928,12.82691,2000.0,1500.0,20.0,0.0,0.0,-0.18547264
1.38614184E12,3.056154,7.1924977,12.522624,17.040283,0.0,1.0,12.11639,7.7893887,1.3960949,-1.2426673,1.3960949,12.11639,2000.0,1500.0,20.0,0.0,0.0,-0.20384437
1.38614184E12,3.1149516,8.223269,12.532524,18.041708,0.0,1.0,13.132488,7.823738,1.3799489,-1.227818,1.3799489,13.132488,2000.0,1500.0,20.0,0.0,0.0,-0.17757139
1.38614184E12,3.2660387,7.0086637,12.637201,16.864187,0.0,1.0,11.936425,7.95162,1.4006044,-1.2142739,1.4006044,11.936425,2000.0,1500.0,20.0,0.0,0.0,-0.20849767
1.38614184E12,3.0761406,8.549412,12.50346,18.355705,0.0,1.0,13.4525585,7.7898,1.373649,-1.230728,1.373649,13.4525585,2000.0,1500.0,20.0,0.0,0.0,-0.16929543
1.38614184E12,3.144507,6.9883437,12.559492,16.835157,0.0,1.0,11.91175,7.8519998,1.395537,-1.2270495,1.395537,11.91175,2000.0,1500.0,20.0,0.0,0.0,-0.20913568
1.38614184E12,3.0574718,7.5714417,12.48006,17.402624,0.0,1.0,12.487032,7.768766,1.386788,-1.2293124,1.386788,12.487032,2000.0,1500.0,20.0,0.0,0.0,-0.19426078
1.38614184E12,2.9910395,6.474149,12.4505005,16.334372,0.0,1.0,11.404261,7.7207704,1.403402,-1.2404995,1.403402,11.404261,2000.0,1500.0,20.0,0.0,0.0,-0.22225772
1.38614184E12,3.019763,7.7978544,12.451934,17.634745,0.0,1.0,12.716299,7.7358484,1.3899342,-1.2321856,1.3899342,12.716299,2000.0,1500.0,20.0,0.0,0.0,-0.18833268
1.38614184E12,3.0785098,7.818137,12.492876,17.64964,0.0,1.0,12.733889,7.785693,1.3869635,-1.2268659,1.3869635,12.733889,2000.0,1500.0,20.0,0.0,0.0,-0.18787788
1.38614184E12,3.3710258,8.430557,12.71183,18.244844,0.0,1.0,13.337701,8.041428,1.3777732,-1.2056749,1.3777732,13.337701,2000.0,1500.0,20.0,0.0,0.0,-0.17226526
1.38614184E12,3.208946,6.772612,12.611758,16.623285,0.0,1.0,11.697949,7.910352,1.397765,-1.2234555,1.397765,11.697949,2000.0,1500.0,20.0,0.0,0.0,-0.2146639
1.38614184E12,3.1548004,6.7137995,12.581718,16.574282,0.0,1.0,11.64404,7.8682594,1.4035579,-1.2306077,1.4035579,11.64404,2000.0,1500.0,20.0,0.0,0.0,-0.21605778
1.38614184E12,3.0099525,8.658427,12.480138,18.462439,0.0,1.0,13.560433,7.745045,1.3724874,-1.2438221,1.3724874,13.560433,2000.0,1500.0,20.0,0.0,0.0,-0.16650614
1.38614184E12,3.0087337,7.5028014,12.441852,17.349817,0.0,1.0,12.42631,7.7252927,1.3956534,-1.2324708,1.3956534,12.42631,2000.0,1500.0,20.0,0.0,0.0,-0.19583087
1.38614184E12,3.235016,7.5919924,12.609069,17.437447,0.0,1.0,12.51472,7.9220424,1.3947595,-1.2151029,1.3947595,12.51472,2000.0,1500.0,20.0,0.0,0.0,-0.19354486
1.38614184E12,3.053395,7.166001,12.507731,17.018843,0.0,1.0,12.092422,7.7805634,1.3990282,-1.2389231,1.3990282,12.092422,2000.0,1500.0,20.0,0.0,0.0,-0.20446412
1.38614184E12,3.0202277,6.508402,12.483455,16.372288,0.0,1.0,11.440345,7.751841,1.405615,-1.2416626,1.405615,11.440345,2000.0,1500.0,20.0,0.0,0.0,-0.2213247
1.38614184E12,3.2444098,7.7978544,12.610898,17.634745,0.0,1.0,12.716299,7.927654,1.3899342,-1.2129371,1.3899342,12.716299,2000.0,1500.0,20.0,0.0,0.0,-0.18833268
1.38614184E12,2.9588609,7.97095,12.427062,17.809683,0.0,1.0,12.890316,7.6929617,1.3909612,-1.2432052,1.3909612,12.890316,2000.0,1500.0,20.0,0.0,0.0,-0.18383317
1.38614184E12,3.109107,9.127019,12.52719,18.915037,0.0,1.0,14.021028,7.8181486,1.3645272,-1.22797,1.3645272,14.021028,2000.0,1500.0,20.0,0.0,0.0,-0.15459666
1.38614184E12,3.17809,7.856691,12.634692,17.67717,0.0,1.0,12.76693,7.906391,1.3810272,-1.239619,1.3810272,12.76693,2000.0,1500.0,20.0,0.0,0.0,-0.18702354
1.38614184E12,3.2785714,7.0864615,12.661924,16.94066,0.0,1.0,12.013561,7.970248,1.399825,-1.2177835,1.399825,12.013561,2000.0,1500.0,20.0,0.0,0.0,-0.20650318
1.38614184E12,3.0693357,6.8283935,12.516123,16.668928,0.0,1.0,11.74866,7.7927294,1.3919716,-1.2366136,1.3919716,11.74866,2000.0,1500.0,20.0,0.0,0.0,-0.21335265
1.38614184E12,3.2288818,8.174931,12.603505,18.009983,0.0,1.0,13.092457,7.9161935,1.3889161,-1.2152668,1.3889161,13.092457,2000.0,1500.0,20.0,0.0,0.0,-0.17860647
1.38614184E12,2.996603,7.508867,12.455608,17.336262,0.0,1.0,12.4225645,7.7261057,1.3847302,-1.2403588,1.3847302,12.4225645,2000.0,1500.0,20.0,0.0,0.0,-0.1959277
1.38614184E12,3.2691917,7.2982492,12.633346,17.139431,0.0,1.0,12.21884,7.951269,1.3923357,-1.2122713,1.3923357,12.21884,2000.0,1500.0,20.0,0.0,0.0,-0.20119536
1.38614184E12,3.2345111,7.5028014,12.621885,17.349817,0.0,1.0,12.42631,7.9281983,1.3956534,-1.2189482,1.3956534,12.42631,2000.0,1500.0,20.0,0.0,0.0,-0.19583087
1.38614184E12,3.2407331,6.4426947,12.627541,16.30766,0.0,1.0,11.375177,7.934137,1.4062729,-1.2187839,1.4062729,11.375177,2000.0,1500.0,20.0,0.0,0.0,-0.2230097
1.38614184E12,3.0448735,8.223269,12.487456,18.041708,0.0,1.0,13.132488,7.766165,1.3799489,-1.2353343,1.3799489,13.132488,2000.0,1500.0,20.0,0.0,0.0,-0.17757139
1.38614184E12,3.053395,8.339381,12.507731,18.150032,0.0,1.0,13.244706,7.7805634,1.3758866,-1.2389231,1.3758866,13.244706,2000.0,1500.0,20.0,0.0,0.0,-0.1746698
1.38614184E12,3.043177,7.5714417,12.504538,17.402624,0.0,1.0,12.487032,7.773857,1.386788,-1.2410858,1.386788,12.487032,2000.0,1500.0,20.0,0.0,0.0,-0.19426078
1.38614184E12,3.3134801,7.0363836,12.673452,16.886917,0.0,1.0,11.96165,7.9934664,1.3976833,-1.2110815,1.3976833,11.96165,2000.0,1500.0,20.0,0.0,0.0,-0.20784543
1.38614184E12,2.9006875,9.01239,12.385602,18.7969,0.0,1.0,13.904645,7.6431446,1.3628204,-1.2484397,1.3628204,13.904645,2000.0,1500.0,20.0,0.0,0.0,-0.15760595
1.38614184E12,3.0374072,7.526408,12.499237,17.36823,0.0,1.0,12.447319,7.768322,1.3926971,-1.2412307,1.3926971,12.447319,2000.0,1500.0,20.0,0.0,0.0,-0.19528763
1.38614184E12,3.2177732,6.9883437,12.62632,16.835157,0.0,1.0,11.91175,7.9220467,1.395537,-1.2251441,1.395537,11.91175,2000.0,1500.0,20.0,0.0,0.0,-0.20913568
1.38614184E12,2.9109259,7.1924977,12.38903,17.040283,0.0,1.0,12.11639,7.649978,1.3960949,-1.2462969,1.3960949,12.11639,2000.0,1500.0,20.0,0.0,0.0,-0.20384437
1.38614184E12,3.027114,7.4266553,12.49592,17.255667,0.0,1.0,12.341161,7.761517,1.3856053,-1.2433931,1.3856053,12.341161,2000.0,1500.0,20.0,0.0,0.0,-0.19803254
1.38614184E12,3.1072176,7.163852,12.519051,16.98819,0.0,1.0,12.076021,7.813134,1.3830843,-1.2261153,1.3830843,12.076021,2000.0,1500.0,20.0,0.0,0.0,-0.20488818
1.38614184E12,3.089381,5.9059653,12.521898,15.77959,0.0,1.0,10.842777,7.8056397,1.4116467,-1.23229,1.4116467,10.842777,2000.0,1500.0,20.0,0.0,0.0,-0.23677583
1.38614184E12,3.120659,6.81449,12.518362,16.668886,0.0,1.0,11.741688,7.819511,1.3999405,-1.2219578,1.3999405,11.741688,2000.0,1500.0,20.0,0.0,0.0,-0.21353294
1.38614184E12,3.2411735,8.615777,12.614653,18.442738,0.0,1.0,13.529257,7.927913,1.3844951,-1.2149384,1.3844951,13.529257,2000.0,1500.0,20.0,0.0,0.0,-0.16731225
1.38614184E12,2.983497,8.648521,12.467914,18.458395,0.0,1.0,13.553458,7.7257056,1.375485,-1.2482827,1.375485,13.553458,2000.0,1500.0,20.0,0.0,0.0,-0.16668649
1.38614184E12,3.4842446,9.879742,12.841787,19.623789,0.0,1.0,14.751764,8.163016,1.3440573,-1.210392,1.3440573,14.751764,2000.0,1500.0,20.0,0.0,0.0,-0.1357022
1.38614184E12,3.2866046,7.330545,12.72797,17.180555,0.0,1.0,12.255549,8.007287,1.3973795,-1.2349647,1.3973795,12.255549,2000.0,1500.0,20.0,0.0,0.0,-0.20024616
1.38614184E12,3.5231142,6.78517,12.890788,16.64446,0.0,1.0,11.714815,8.206951,1.402843,-1.2132758,1.402843,11.714815,2000.0,1500.0,20.0,0.0,0.0,-0.21422778
1.38614184E12,3.2101047,8.169624,12.664101,17.9728,0.0,1.0,13.071212,7.937103,1.3720634,-1.2388185,1.3720634,13.071212,2000.0,1500.0,20.0,0.0,0.0,-0.17915581
1.38614184E12,3.0533397,7.5919924,12.482623,17.437447,0.0,1.0,12.51472,7.7679815,1.3947595,-1.2313175,1.3947595,12.51472,2000.0,1500.0,20.0,0.0,0.0,-0.19354486
1.38614184E12,2.9596133,6.57546,12.433831,16.438238,0.0,1.0,11.506849,7.6967225,1.4049433,-1.2450801,1.4049433,11.506849,2000.0,1500.0,20.0,0.0,0.0,-0.2196051
1.38614184E12,3.114888,7.0086637,12.513112,16.864187,0.0,1.0,11.936425,7.814,1.4006044,-1.2221103,1.4006044,11.936425,2000.0,1500.0,20.0,0.0,0.0,-0.20849767
1.38614184E12,3.1206772,7.4156756,12.556861,17.26421,0.0,1.0,12.339943,7.8387694,1.3965265,-1.2333958,1.3965265,12.339943,2000.0,1500.0,20.0,0.0,0.0,-0.19806403
1.38614184E12,3.5403898,8.296394,12.821818,18.124027,0.0,1.0,13.21021,8.181104,1.3848583,-1.1893921,1.3848583,13.21021,2000.0,1500.0,20.0,0.0,0.0,-0.17556176
1.38614184E12,3.0835676,6.5394764,12.516582,16.39859,0.0,1.0,11.469033,7.8000746,1.4027376,-1.2324395,1.4027376,11.469033,2000.0,1500.0,20.0,0.0,0.0,-0.2205829
1.38614184E12,2.958086,7.4866385,12.420246,17.319445,0.0,1.0,12.403041,7.689166,1.3876776,-1.2413325,1.3876776,12.403041,2000.0,1500.0,20.0,0.0,0.0,-0.1964325
1.38614184E12,3.0974827,6.2857556,12.516582,16.149153,0.0,1.0,11.217454,7.807032,1.4053178,-1.2282722,1.4053178,11.217454,2000.0,1500.0,20.0,0.0,0.0,-0.22708793
1.38614184E12,2.9006875,7.872719,12.385602,17.713207,0.0,1.0,12.792963,7.6431446,1.3919458,-1.2484397,1.3919458,12.792963,2000.0,1500.0,20.0,0.0,0.0,-0.1863504
1.38614184E12,3.1343691,9.132783,12.537332,18.908352,0.0,1.0,14.020568,7.8358502,1.3585347,-1.2234997,1.3585347,14.020568,2000.0,1500.0,20.0,0.0,0.0,-0.15460856
1.38614184E12,3.0099525,8.560164,12.480138,18.360554,0.0,1.0,13.46036,7.745045,1.3706573,-1.2438221,1.3706573,13.46036,2000.0,1500.0,20.0,0.0,0.0,-0.16909373
1.38614184E12,3.1746266,6.5394764,12.586969,16.39859,0.0,1.0,11.469033,7.880798,1.4027376,-1.2262663,1.4027376,11.469033,2000.0,1500.0,20.0,0.0,0.0,-0.2205829
1.38614184E12,3.1051238,7.5714417,12.529941,17.402624,0.0,1.0,12.487032,7.817532,1.386788,-1.2299786,1.386788,12.487032,2000.0,1500.0,20.0,0.0,0.0,-0.19426078
1.38614184E12,2.9432046,7.4156756,12.418735,17.26421,0.0,1.0,12.339943,7.680969,1.3965265,-1.2454902,1.3965265,12.339943,2000.0,1500.0,20.0,0.0,0.0,-0.19806403
1.38614184E12,3.031659,8.667857,12.493957,18.465925,0.0,1.0,13.566891,7.762808,1.369493,-1.2413752,1.369493,13.566891,2000.0,1500.0,20.0,0.0,0.0,-0.16633917
1.38614184E12,3.1941266,8.514058,12.59173,18.337568,0.0,1.0,13.425814,7.8929286,1.3826414,-1.2219286,1.3826414,13.425814,2000.0,1500.0,20.0,0.0,0.0,-0.16998696
1.38614184E12,3.2063518,9.132783,12.602857,18.908352,0.0,1.0,14.020568,7.904604,1.3585347,-1.2216072,1.3585347,14.020568,2000.0,1500.0,20.0,0.0,0.0,-0.15460856
1.38614184E12,3.2401414,6.78517,12.640174,16.64446,0.0,1.0,11.714815,7.9401574,1.402843,-1.2226398,1.402843,11.714815,2000.0,1500.0,20.0,0.0,0.0,-0.21422778
1.38614184E12,2.9371576,9.139141,12.407113,18.895441,0.0,1.0,14.017291,7.6721354,1.3495737,-1.2437507,1.3495737,14.017291,2000.0,1500.0,20.0,0.0,0.0,-0.15469329
1.38614184E12,3.0606184,6.932552,12.520558,16.789362,0.0,1.0,11.860957,7.7905884,1.4013668,-1.2406472,1.4013668,11.860957,2000.0,1500.0,20.0,0.0,0.0,-0.21044903
1.38614184E12,3.0134182,8.443095,12.471043,18.2516,0.0,1.0,13.347348,7.742231,1.3747817,-1.2399337,1.3747817,13.347348,2000.0,1500.0,20.0,0.0,0.0,-0.17201582
1.38614184E12,3.2321587,7.3225904,12.599799,17.158514,0.0,1.0,12.240552,7.915979,1.3893981,-1.2132663,1.3893981,12.240552,2000.0,1500.0,20.0,0.0,0.0,-0.20063394
1.38614184E12,3.1916153,7.7978544,12.582891,17.634745,0.0,1.0,12.716299,7.8872538,1.3899342,-1.2200823,1.3899342,12.716299,2000.0,1500.0,20.0,0.0,0.0,-0.18833268
1.38614184E12,3.3749378,7.8926983,12.722238,17.701822,0.0,1.0,12.79726,8.048588,1.375099,-1.2074986,1.375099,12.79726,2000.0,1500.0,20.0,0.0,0.0,-0.1862393
1.38614184E12,3.331034,8.667857,12.736158,18.465925,0.0,1.0,13.566891,8.033596,1.369493,-1.2241355,1.369493,13.566891,2000.0,1500.0,20.0,0.0,0.0,-0.16633917
1.38614184E12,3.0516183,6.7036242,12.524585,16.555523,0.0,1.0,11.629573,7.7881017,1.3984774,-1.2446893,1.3984774,11.629573,2000.0,1500.0,20.0,0.0,0.0,-0.21643186
1.38614184E12,3.1807196,6.9608345,12.592527,16.812689,0.0,1.0,11.886762,7.8866234,1.3984518,-1.2261078,1.3984518,11.886762,2000.0,1500.0,20.0,0.0,0.0,-0.20978181
1.38614184E12,2.9275038,7.330545,12.410306,17.180555,0.0,1.0,12.255549,7.668905,1.3973795,-1.2477734,1.3973795,12.255549,2000.0,1500.0,20.0,0.0,0.0,-0.20024616
